site,country,enrolled,screen_fail_pct,deviations,open_queries,query_age_days,dropout_pct,days_since_visit
S1456,IN,15,18.9,1,9,7.0,3.7,47.0
S1457,US,11,14.2,0,11,3.0,5.7,39.0
S1458,US,16,13.4,2,3,25.0,12.5,101.0
S1459,DE,22,35.2,2,9,21.0,5.7,74.0
S1460,CA,16,20.9,1,3,8.0,19.6,38.0
S1461,PL,9,44.6,1,6,1.0,8.8,39.0
S1462,CA,13,15.5,1,3,4.0,10.0,105.0
S1463,US,15,18.4,1,2,32.0,18.2,92.0
S1464,JP,15,29.2,0,6,18.0,0.0,105.0
S1465,US,11,31.5,3,6,16.0,9.4,95.0
S1466,US,24,34.9,1,0,18.0,18.6,71.0
S1467,CA,15,16.5,2,6,5.0,4.6,70.0
S1468,US,16,26.6,4,10,1.0,5.6,82.0
S1469,CA,20,13.1,0,4,2.0,1.8,31.0
S1470,AU,21,47.4,3,9,6.0,0.0,91.0
S1471,JP,17,42.8,1,4,5.0,11.2,79.0
S1472,BR,14,23.9,3,4,3.0,7.4,93.0
S1473,AU,18,27.1,2,5,3.0,8.6,136.0
S1474,IN,28,19.7,4,6,1.0,4.6,82.0
S1475,PL,13,28.1,1,4,12.0,6.7,56.0
S1476,PL,18,10.2,0,6,8.0,8.9,74.0
S1477,US,17,17.5,3,7,3.0,2.7,37.0
S1478,PL,17,10.9,4,9,9.0,14.4,22.0
S1479,IN,17,25.2,0,1,0.0,0.6,65.0
S1480,DE,20,39.1,0,0,7.0,6.2,54.0
S1481,US,20,22.6,1,8,4.0,10.4,126.0
S1482,DE,17,13.4,1,9,2.0,17.9,86.0
S1483,BR,24,23.3,4,5,0.0,7.2,65.0
S1484,DE,18,22.3,2,3,0.0,18.2,67.0
S1485,BR,14,24.5,3,8,14.0,8.3,45.0
S1486,DE,11,1.3,2,4,4.0,3.3,114.0
S1487,IN,11,19.3,1,7,38.0,5.6,25.0
S1488,AU,14,17.9,3,5,3.0,3.8,44.0
S1489,US,18,19.7,0,4,2.0,8.6,76.0
S1490,BR,11,39.1,0,8,23.0,9.3,96.0
S1491,PL,22,14.1,3,7,38.0,5.2,130.0
S1492,US,15,7.2,2,3,5.0,15.4,74.0
S1493,JP,15,26.2,3,8,21.0,6.5,42.0
S1494,PL,15,26.0,1,4,10.0,8.0,82.0
S1495,IN,17,9.1,1,7,24.0,8.8,5.0
S1496,DE,17,12.3,1,8,0.0,15.2,92.0
S1497,DE,20,11.9,0,4,9.0,2.4,109.0
S1498,US,15,37.5,1,2,2.0,11.7,59.0
S1499,JP,20,22.0,1,5,10.0,14.3,32.0
S1500,CA,13,22.4,2,3,20.0,20.1,62.0
S1501,CA,17,10.3,1,9,6.0,8.3,84.0
S1502,IN,22,16.8,1,8,30.0,6.9,84.0
S1503,JP,14,26.4,2,9,19.0,5.2,49.0
S1504,US,19,34.8,0,8,0.0,1.2,92.0
S1505,US,29,25.7,2,4,11.0,12.9,55.0
S1506,US,24,21.5,5,4,8.0,7.1,25.0
S1507,DE,18,27.8,1,5,2.0,6.4,88.0
S1508,US,14,17.2,1,2,7.0,11.7,5.0
S1509,JP,17,12.6,2,8,15.0,16.2,72.0
S1510,PL,22,18.8,2,10,29.0,10.8,69.0
S1511,DE,14,29.7,3,7,7.0,0.0,75.0
S1512,CA,19,33.5,4,15,60.0,19.3,81.0
S1513,BR,20,17.3,1,2,1.0,8.0,63.0
S1514,PL,21,10.1,1,12,12.0,2.9,60.0
S1515,AU,12,36.8,3,3,2.0,10.5,99.0
S1516,US,20,25.4,1,9,1.0,2.8,89.0
S1517,DE,17,7.9,0,4,1.0,8.2,60.0
S1518,US,23,11.2,2,7,12.0,7.8,25.0
S1519,US,21,27.4,1,4,14.0,2.3,77.0
S1520,IN,20,23.0,1,9,49.0,5.4,8.0
S1521,US,19,12.6,1,4,8.0,3.2,57.0
S1522,BR,18,14.4,3,6,16.0,6.5,104.0
S1523,CA,19,31.7,1,9,1.0,6.2,41.0
S1524,JP,24,31.7,0,8,5.0,8.1,90.0
S1525,IN,26,30.1,0,7,9.0,14.1,76.0
S1526,US,11,31.5,1,4,13.0,5.8,94.0
S1527,PL,16,21.2,1,5,5.0,11.6,31.0
S1528,PL,17,21.5,1,6,1.0,7.0,108.0
S1529,BR,18,11.3,0,4,1.0,6.4,83.0
S1530,CA,25,30.4,0,6,8.0,0.0,77.0
S1531,BR,19,29.9,4,9,2.0,8.2,89.0
S1532,BR,13,16.2,0,4,2.0,6.1,59.0
S1533,US,13,16.7,1,6,21.0,7.4,78.0
S1534,CA,12,33.6,0,6,1.0,14.6,119.0
S1535,DE,21,22.3,3,8,2.0,0.0,36.0
S1536,IN,12,27.9,1,7,4.0,11.7,72.0
S1537,JP,16,28.6,2,8,6.0,5.2,22.0
S1538,US,21,21.6,2,3,0.0,3.8,95.0
S1539,JP,24,19.4,3,4,10.0,8.6,38.0
S1540,AU,20,28.0,2,9,2.0,4.4,47.0
S1541,IN,16,36.3,4,4,1.0,3.7,39.0
S1542,US,24,14.4,2,3,4.0,7.5,123.0
S1543,BR,15,30.8,0,4,3.0,3.3,82.0
S1544,CA,22,10.9,1,6,5.0,7.8,58.0
S1545,US,17,19.4,1,4,4.0,6.4,72.0
S1546,US,15,7.1,1,2,9.0,6.0,60.0
S1547,PL,16,22.1,3,4,21.0,9.0,84.0
S1548,BR,16,30.7,1,3,9.0,11.7,82.0
S1549,PL,17,20.9,2,5,17.0,14.8,48.0
S1550,DE,11,26.9,0,7,3.0,12.5,29.0
S1551,BR,24,14.7,1,4,2.0,13.1,41.0
S1552,US,21,26.3,1,4,0.0,11.2,100.0
S1553,US,20,25.5,3,6,4.0,9.4,88.0
S1554,BR,20,20.2,1,10,2.0,3.6,34.0
S1555,CA,20,22.1,2,11,13.0,7.8,131.0
S1556,BR,20,9.1,2,5,6.0,13.9,40.0
S1557,US,20,14.5,2,7,14.0,0.0,13.0
S1558,US,13,15.1,1,7,12.0,4.5,86.0
S1559,PL,17,30.5,1,8,10.0,8.1,87.0
S1560,DE,16,21.7,2,3,8.0,17.0,45.0
S1561,US,21,21.2,1,8,10.0,6.8,80.0
S1562,US,17,28.0,0,5,19.0,7.5,53.0
S1563,AU,19,42.4,1,5,10.0,5.6,161.0
S1564,JP,12,34.3,1,10,7.0,12.5,107.0
S1565,US,16,32.0,1,5,16.0,5.5,75.0
S1566,US,14,14.2,2,3,5.0,9.3,34.0
S1567,US,12,29.0,4,6,16.0,9.8,65.0
S1568,AU,15,11.7,0,7,6.0,9.5,58.0
S1569,JP,19,30.4,0,9,17.0,5.1,60.0
S1570,JP,17,3.2,2,7,4.0,12.9,55.0
S1571,US,16,24.0,0,2,6.0,11.2,77.0
S1572,US,20,3.3,3,4,2.0,6.1,66.0
S1573,PL,14,24.7,3,7,6.0,9.0,114.0
S1574,CA,11,17.7,0,4,24.0,1.7,89.0
S1575,JP,14,28.6,0,6,5.0,3.6,13.0
S1576,US,21,24.4,4,4,23.0,4.1,94.0
S1577,AU,19,12.1,2,4,19.0,9.1,56.0
S1578,DE,21,12.1,0,5,6.0,3.7,75.0
S1579,US,21,13.1,3,8,6.0,8.9,50.0
S1580,US,21,30.6,2,4,19.0,11.1,55.0
S1581,JP,16,20.3,2,10,3.0,11.0,75.0
S1582,CA,19,24.6,2,11,6.0,6.7,65.0
S1583,JP,14,15.7,2,1,5.0,2.8,38.0
S1584,CA,19,19.1,1,5,24.0,4.1,77.0
S1585,DE,20,31.4,1,6,29.0,6.5,55.0
S1586,IN,12,15.4,2,4,4.0,12.3,76.0
S1587,US,17,35.8,0,4,6.0,8.3,66.0
S1588,JP,22,31.6,1,5,2.0,11.3,68.0
S1589,DE,19,19.7,1,6,13.0,6.0,114.0
S1590,DE,14,16.2,1,11,3.0,14.0,58.0
S1591,PL,24,28.0,6,10,3.0,11.0,35.0
S1592,US,16,1.8,0,3,24.0,1.3,51.0
S1593,JP,24,13.0,3,4,1.0,10.3,111.0
S1594,DE,25,28.9,0,7,24.0,9.2,45.0
S1595,CA,21,34.8,1,5,14.0,6.5,56.0
S1596,US,8,15.2,3,7,12.0,17.4,57.0
S1597,DE,19,13.9,3,3,1.0,17.2,53.0
S1598,IN,17,25.1,0,7,20.0,5.1,74.0
S1599,US,8,18.9,3,11,9.0,2.9,104.0
S1600,IN,11,28.9,1,8,13.0,0.0,33.0
S1601,AU,15,12.0,1,6,5.0,7.6,108.0
S1602,DE,23,23.5,1,7,5.0,12.8,98.0
S1603,BR,21,15.8,2,3,3.0,10.6,81.0
S1604,US,11,24.3,2,8,11.0,8.2,73.0
S1605,PL,18,31.7,1,4,15.0,3.1,67.0
S1606,DE,21,33.4,1,7,1.0,11.7,69.0
S1607,BR,16,26.0,3,7,14.0,10.8,16.0
S1608,US,9,25.7,0,5,10.0,8.3,53.0
S1609,IN,17,35.2,1,7,3.0,6.2,71.0
S1610,JP,17,10.4,1,3,7.0,4.0,52.0
S1611,AU,14,21.1,0,5,5.0,8.7,113.0
S1612,AU,20,36.3,0,6,1.0,7.4,84.0
S1613,BR,16,18.7,1,4,23.0,15.3,86.0
S1614,US,23,22.4,4,9,9.0,7.6,82.0
S1615,US,17,12.6,0,6,3.0,16.1,76.0
S1616,BR,17,28.6,4,2,8.0,6.9,89.0
S1617,PL,16,20.2,0,9,3.0,15.1,38.0
S1618,CA,21,32.0,3,5,11.0,8.3,63.0
S1619,CA,18,21.9,0,10,5.0,3.6,31.0
S1620,PL,18,18.2,1,8,20.0,11.7,80.0
S1621,JP,14,13.2,3,7,3.0,7.9,48.0
S1622,BR,19,11.2,0,5,11.0,5.3,99.0
S1623,US,15,24.2,0,9,13.0,11.7,24.0
S1624,BR,7,9.9,3,9,7.0,11.5,86.0
S1625,DE,15,21.4,1,6,1.0,9.8,44.0
S1626,BR,26,19.3,2,7,1.0,10.8,72.0
S1627,US,17,22.6,4,8,3.0,10.1,72.0
S1628,US,25,30.3,4,5,1.0,18.1,29.0
S1629,IN,18,11.3,4,35,96.0,4.6,297.0
S1630,JP,27,6.5,3,4,7.0,8.6,90.0
S1631,US,17,22.8,2,4,13.0,6.8,8.0
S1632,AU,21,16.0,1,8,11.0,11.4,114.0
S1633,US,13,24.6,2,6,6.0,3.2,45.0
S1634,AU,20,20.0,1,11,0.0,9.5,33.0
S1635,CA,20,25.3,2,2,0.0,7.0,40.0
S1636,US,14,16.6,4,10,9.0,1.4,70.0
S1637,CA,15,18.0,4,3,25.0,0.0,67.0
S1638,IN,26,21.3,1,6,17.0,0.0,65.0
S1639,US,19,21.4,1,6,6.0,8.8,83.0
S1640,IN,14,46.6,1,6,15.0,9.5,53.0
S1641,AU,13,23.8,0,8,3.0,17.3,96.0
S1642,US,20,9.8,1,7,9.0,8.7,85.0
S1643,US,20,28.4,2,7,8.0,9.7,88.0
S1644,US,17,21.3,1,6,25.0,6.8,80.0
S1645,CA,17,27.2,1,2,1.0,12.2,44.0
S1646,US,21,31.8,2,7,11.0,5.4,33.0
S1647,US,23,14.7,0,6,24.0,3.0,94.0
S1648,US,23,30.0,2,8,5.0,11.2,105.0
S1649,CA,19,13.8,2,7,3.0,8.8,50.0
S1650,US,17,31.3,1,4,34.0,19.9,75.0
S1651,AU,19,8.6,2,8,4.0,2.7,67.0
S1652,US,8,25.1,1,10,6.0,5.3,99.0
S1653,JP,18,22.2,3,9,24.0,5.4,86.0
S1654,US,17,19.3,3,6,2.0,11.1,56.0
S1655,US,24,17.8,1,13,33.0,1.1,128.0
S1656,US,16,22.8,3,1,20.0,8.0,91.0
S1657,BR,18,19.1,2,10,0.0,10.7,65.0
S1658,US,18,38.6,0,4,20.0,14.0,5.0
S1659,DE,17,24.4,1,13,7.0,10.8,55.0
S1660,CA,11,18.4,3,7,8.0,0.0,99.0
S1661,BR,15,14.8,3,7,20.0,0.0,61.0
S1662,US,12,4.9,0,11,7.0,15.6,56.0
S1663,US,20,33.2,0,8,3.0,6.3,63.0
S1664,BR,16,32.8,4,11,8.0,5.0,85.0
S1665,DE,18,25.3,1,5,9.0,5.2,63.0
S1666,US,18,21.9,1,13,9.0,16.9,52.0
S1667,US,20,27.2,3,8,1.0,12.8,68.0
S1668,DE,26,34.1,1,8,2.0,1.1,46.0
S1669,IN,21,36.3,1,4,1.0,1.9,16.0
S1670,JP,21,18.3,0,7,2.0,4.3,129.0
S1671,US,20,22.5,2,4,7.0,7.0,5.0
S1672,US,17,8.2,2,9,9.0,8.7,100.0
S1673,DE,16,20.6,0,8,9.0,16.5,79.0
S1674,CA,16,36.1,2,0,4.0,11.7,8.0
S1675,US,10,31.5,0,4,6.0,11.5,77.0
S1676,US,24,24.2,0,6,51.0,11.3,94.0
S1677,US,16,25.1,1,6,2.0,16.6,37.0
S1678,BR,14,16.6,1,8,2.0,10.2,5.0
S1679,US,19,15.0,3,6,19.0,0.0,12.0
S1680,DE,20,39.9,1,4,14.0,5.5,105.0
S1681,DE,13,12.0,5,4,1.0,0.7,35.0
S1682,JP,21,21.2,0,10,10.0,9.7,37.0
S1683,JP,16,26.1,0,6,1.0,6.1,80.0
S1684,CA,18,25.4,1,6,11.0,11.0,80.0
S1685,DE,21,12.9,0,7,6.0,6.5,51.0
S1686,US,14,23.8,1,2,1.0,10.0,88.0
S1687,PL,19,21.6,7,4,6.0,4.1,56.0
S1688,US,16,31.0,5,7,17.0,14.5,74.0
S1689,US,10,8.8,2,7,4.0,9.6,55.0
S1690,US,20,9.7,2,7,28.0,14.8,73.0
S1691,AU,20,32.9,2,5,3.0,11.1,79.0
S1692,IN,29,11.5,1,6,7.0,3.5,70.0
S1693,IN,16,17.5,0,12,5.0,8.3,77.0
S1694,US,16,19.1,3,5,6.0,5.6,73.0
S1695,CA,14,8.3,1,7,1.0,18.9,99.0
S1696,US,19,24.1,0,10,8.0,15.5,96.0
S1697,IN,11,23.4,1,7,3.0,4.0,24.0
S1698,CA,21,13.5,1,1,11.0,10.6,43.0
S1699,JP,20,19.0,2,4,31.0,8.8,15.0
S1700,US,17,22.3,3,7,10.0,1.1,51.0
S1701,AU,22,15.7,1,11,6.0,7.5,132.0
S1702,US,24,33.4,3,6,3.0,11.6,20.0
S1703,US,19,9.7,0,3,3.0,6.2,48.0
S1704,BR,14,24.7,2,8,6.0,9.0,84.0
S1705,IN,28,22.7,2,3,14.0,0.5,52.0
S1706,US,14,9.5,1,7,7.0,0.3,65.0
S1707,US,26,10.4,2,5,6.0,8.7,92.0
S1708,DE,17,22.4,2,7,11.0,10.2,39.0
S1709,AU,17,25.1,3,7,29.0,11.2,40.0
S1710,AU,22,0.0,0,5,8.0,2.2,86.0
S1711,US,15,17.5,0,9,9.0,6.3,56.0
S1712,CA,26,42.4,3,6,13.0,21.5,62.0
S1713,DE,19,21.5,1,10,8.0,11.1,90.0
S1714,US,19,21.1,0,10,14.0,12.4,51.0
S1715,JP,26,19.8,0,3,3.0,7.4,107.0
S1716,US,12,24.5,0,10,5.0,8.8,84.0
S1717,IN,21,26.7,0,8,5.0,1.5,66.0
S1718,IN,16,24.1,2,8,4.0,3.1,51.0
S1719,US,21,25.2,0,9,19.0,7.6,53.0
S1720,US,19,12.4,0,5,1.0,0.0,65.0
S1721,PL,17,29.0,1,9,8.0,13.5,61.0
S1722,AU,25,29.6,1,9,30.0,12.9,46.0
S1723,US,20,31.5,3,5,2.0,7.1,23.0
S1724,AU,22,31.0,0,4,1.0,7.8,85.0
S1725,BR,14,19.6,0,7,4.0,3.7,100.0
S1726,US,25,32.4,3,5,8.0,8.4,51.0
S1727,PL,20,15.4,3,7,5.0,3.1,5.0
S1728,PL,16,18.8,6,2,2.0,20.5,50.0
S1729,DE,10,21.0,0,5,1.0,15.0,83.0
S1730,BR,22,7.5,3,4,23.0,6.2,133.0
S1731,US,24,32.3,1,7,9.0,9.9,69.0
S1732,BR,29,29.2,2,4,1.0,4.1,88.0
S1733,US,20,15.7,1,6,9.0,0.2,115.0
S1734,DE,19,34.2,0,7,1.0,14.9,54.0
S1735,PL,16,34.8,0,6,1.0,12.1,72.0
S1736,PL,12,17.7,0,5,0.0,8.5,83.0
S1737,IN,20,19.4,3,8,10.0,2.7,61.0
S1738,CA,14,13.6,2,5,5.0,4.3,52.0
S1739,PL,15,34.4,1,11,2.0,6.6,86.0
S1740,BR,18,15.5,4,6,9.0,5.8,45.0
S1741,IN,17,28.4,1,4,10.0,5.4,71.0
S1742,US,20,12.8,2,8,6.0,8.8,77.0
S1743,US,25,29.0,2,4,23.0,8.5,36.0
S1744,US,14,40.6,1,2,12.0,20.8,72.0
S1745,PL,25,15.8,2,3,5.0,4.3,25.0
S1746,AU,22,31.1,2,11,20.0,12.9,70.0
S1747,US,17,13.1,4,6,5.0,3.3,10.0
S1748,AU,14,23.1,2,3,1.0,6.4,77.0
S1749,CA,24,19.1,1,7,10.0,6.1,62.0
S1750,US,14,23.8,1,13,13.0,14.3,23.0
S1751,BR,22,28.9,1,7,13.0,11.1,16.0
S1752,US,17,28.0,2,7,15.0,3.2,63.0
S1753,PL,17,15.4,0,2,12.0,10.6,37.0
S1754,DE,16,16.4,2,5,19.0,11.5,106.0
S1755,DE,19,14.3,1,4,3.0,9.4,67.0
S1756,BR,17,27.7,0,6,3.0,3.0,23.0
S1757,US,22,27.4,4,7,2.0,0.0,36.0
S1758,PL,19,17.3,5,6,5.0,12.2,48.0
S1759,BR,18,26.2,1,7,11.0,0.7,52.0
S1760,US,21,27.4,1,5,24.0,0.0,29.0
S1761,BR,11,24.7,2,1,13.0,19.6,42.0
S1762,JP,20,19.6,2,9,12.0,9.0,84.0
S1763,AU,14,27.4,5,3,1.0,0.0,85.0
S1764,AU,17,30.3,2,9,8.0,6.3,53.0
S1765,US,20,25.9,0,2,3.0,12.7,47.0
S1766,PL,31,18.8,0,3,20.0,9.8,71.0
S1767,BR,18,33.4,1,8,3.0,8.3,114.0
S1768,JP,14,22.1,0,10,12.0,3.3,74.0
S1769,US,22,31.3,2,1,2.0,5.2,84.0
S1770,CA,26,6.3,1,3,6.0,3.1,72.0
S1771,IN,15,14.1,0,4,3.0,5.7,110.0
S1772,IN,12,25.3,3,5,17.0,0.0,85.0
S1773,AU,17,9.7,0,7,9.0,14.8,51.0
S1774,US,22,34.1,2,5,36.0,1.7,51.0
S1775,DE,18,17.3,0,7,8.0,0.1,93.0
S1776,US,16,18.3,3,5,3.0,9.6,100.0
S1777,US,28,26.5,3,8,2.0,7.7,23.0
S1778,AU,17,26.0,0,4,7.0,4.3,79.0
S1779,DE,13,17.3,4,6,33.0,15.7,25.0
S1780,CA,21,20.2,1,6,0.0,19.0,101.0
S1781,CA,20,24.4,0,5,30.0,13.7,113.0
S1782,BR,13,28.5,0,5,4.0,8.4,65.0
S1783,CA,15,24.8,0,2,2.0,5.1,15.0
S1784,US,15,31.5,0,3,0.0,7.9,71.0
S1785,US,15,26.8,2,5,3.0,8.4,76.0
S1786,US,16,5.1,1,7,3.0,13.6,74.0
S1787,US,10,29.5,0,5,5.0,6.8,92.0
S1788,US,24,27.1,2,7,28.0,12.4,81.0
S1789,US,15,19.3,1,4,1.0,10.3,87.0
S1790,US,19,14.2,1,8,20.0,9.3,71.0
S1791,US,21,10.3,5,7,20.0,4.3,57.0
S1792,BR,11,16.7,2,7,24.0,17.7,96.0
S1793,DE,17,21.7,2,7,12.0,5.3,120.0
S1794,AU,10,28.2,0,15,72.0,9.5,219.0
S1795,IN,20,14.1,0,6,2.0,6.9,43.0
S1796,AU,24,20.0,3,4,11.0,6.0,58.0
S1797,IN,11,36.2,6,9,3.0,10.8,61.0
S1798,CA,22,15.2,5,2,12.0,12.9,121.0
S1799,AU,16,18.0,2,6,0.0,5.9,13.0
S1800,DE,19,37.5,3,7,3.0,2.8,55.0
S1801,US,24,4.1,3,6,5.0,10.8,49.0
S1802,US,17,27.9,0,5,8.0,9.4,116.0
S1803,AU,14,10.6,1,6,7.0,8.3,89.0
S1804,US,14,23.4,2,3,6.0,4.9,94.0
S1805,AU,20,12.4,0,7,9.0,10.8,26.0
S1806,IN,24,18.7,3,7,35.0,11.0,92.0
S1807,PL,19,14.9,1,8,13.0,1.6,90.0
S1808,US,16,23.1,6,4,11.0,16.6,64.0
S1809,CA,17,29.4,0,7,4.0,8.3,72.0
S1810,US,19,32.5,1,3,1.0,13.1,84.0
S1811,PL,20,21.2,1,2,23.0,0.0,53.0
S1812,US,11,14.2,0,1,32.0,14.6,47.0
S1813,AU,19,6.0,1,4,9.0,3.5,109.0
S1814,US,17,21.3,3,8,8.0,0.0,85.0
S1815,US,19,9.7,0,7,7.0,0.4,128.0
S1816,JP,19,31.3,1,8,1.0,1.7,102.0
S1817,US,24,21.6,2,3,1.0,3.6,99.0
S1818,US,24,13.8,2,5,0.0,15.3,67.0
S1819,DE,22,10.4,1,7,1.0,15.7,65.0
S1820,US,20,8.4,2,2,7.0,1.3,28.0
S1821,BR,12,32.5,1,8,3.0,4.1,44.0
S1822,IN,15,26.6,1,12,21.0,8.6,64.0
S1823,JP,21,20.3,0,5,5.0,5.9,55.0
S1824,BR,17,15.1,0,12,3.0,10.6,19.0
S1825,US,18,24.8,0,2,5.0,7.1,52.0
S1826,JP,30,25.5,3,4,11.0,2.7,43.0
S1827,IN,14,16.5,2,8,8.0,12.2,119.0
S1828,AU,14,19.2,2,3,3.0,7.2,116.0
S1829,BR,10,20.1,2,7,2.0,5.0,67.0
S1830,AU,14,15.7,3,6,29.0,8.7,53.0
S1831,DE,15,19.5,1,8,6.0,6.3,38.0
S1832,BR,16,29.0,1,6,9.0,18.0,84.0
S1833,IN,21,17.0,2,10,1.0,8.0,53.0
S1834,US,21,30.3,2,5,5.0,0.0,7.0
S1835,CA,20,35.9,0,7,7.0,13.7,43.0
S1836,CA,15,4.1,0,9,1.0,7.1,5.0
S1837,US,21,31.7,0,3,1.0,17.0,45.0
S1838,IN,17,19.6,0,5,13.0,2.8,60.0
S1839,DE,19,5.2,2,3,2.0,15.1,51.0
S1840,US,16,15.5,3,5,13.0,6.7,78.0
S1841,US,16,26.8,1,8,0.0,2.7,100.0
S1842,US,16,24.0,0,6,25.0,17.2,93.0
S1843,AU,23,24.2,1,2,11.0,9.6,79.0
S1844,CA,25,19.3,0,4,8.0,5.6,108.0
S1845,IN,19,25.3,0,5,15.0,15.8,64.0
S1846,US,25,22.0,2,9,15.0,0.3,60.0
S1847,IN,22,24.5,2,4,3.0,11.5,117.0
S1848,US,16,10.6,3,3,9.0,6.9,53.0
S1849,JP,17,42.8,2,6,9.0,9.4,110.0
S1850,US,16,28.2,0,7,0.0,8.8,96.0
S1851,CA,8,13.3,1,6,40.0,4.6,84.0
S1852,DE,19,14.2,1,5,7.0,4.3,89.0
S1853,IN,19,16.3,1,5,6.0,10.5,48.0
S1854,US,10,39.1,1,6,8.0,9.6,91.0
S1855,US,11,18.9,0,6,18.0,0.9,52.0
S1856,PL,16,24.7,1,4,9.0,7.9,94.0
S1857,IN,18,40.2,2,8,9.0,15.4,31.0
S1858,BR,16,25.7,4,5,2.0,12.9,97.0
S1859,DE,14,16.4,1,8,2.0,4.3,28.0
S1860,IN,15,20.8,1,7,8.0,13.8,5.0
S1861,CA,27,18.9,1,7,27.0,3.9,63.0
S1862,CA,16,11.4,2,3,0.0,8.4,58.0
S1863,PL,16,32.8,2,5,2.0,13.0,110.0
S1864,JP,22,33.3,2,4,5.0,8.0,59.0
S1865,JP,16,7.9,2,6,15.0,12.1,100.0
S1866,CA,17,21.5,1,2,22.0,13.8,96.0
S1867,US,19,23.9,3,5,1.0,14.3,93.0
S1868,BR,21,27.7,3,3,13.0,8.1,47.0
S1869,US,24,6.7,0,9,8.0,7.0,96.0
S1870,JP,21,17.6,1,7,0.0,11.1,35.0
S1871,US,15,7.0,1,5,2.0,14.9,123.0
S1872,CA,18,18.9,0,3,11.0,3.9,54.0
S1873,CA,20,20.5,1,3,1.0,2.3,78.0
S1874,DE,19,30.6,1,6,0.0,2.3,51.0
S1875,PL,22,23.5,2,6,0.0,4.3,55.0
S1876,PL,15,22.3,1,9,7.0,6.7,62.0
S1877,CA,21,14.1,0,5,15.0,12.2,106.0
S1878,IN,17,19.5,0,8,0.0,11.8,54.0
S1879,US,17,29.4,0,7,3.0,8.6,21.0
S1880,IN,15,17.7,0,7,3.0,3.2,148.0
S1881,US,16,11.2,3,3,15.0,7.1,66.0
S1882,JP,26,22.1,1,5,2.0,8.7,114.0
S1883,US,16,18.8,0,8,16.0,9.0,32.0
S1884,US,13,27.4,1,4,5.0,15.1,72.0
S1885,CA,16,25.4,0,8,13.0,14.3,54.0
S1886,JP,28,15.8,1,6,1.0,13.7,30.0
S1887,JP,23,15.5,1,3,0.0,10.1,83.0
S1888,IN,19,4.7,3,6,9.0,5.5,75.0
S1889,US,12,27.5,1,11,2.0,10.3,46.0
S1890,IN,17,30.7,3,2,2.0,19.0,61.0
S1891,IN,16,14.2,2,6,1.0,0.8,76.0
S1892,US,18,25.5,1,12,4.0,9.3,71.0
S1893,PL,24,22.6,2,3,6.0,0.0,101.0
S1894,JP,13,20.9,0,7,8.0,7.7,38.0
S1895,JP,17,32.0,0,9,5.0,5.0,28.0
S1896,DE,20,15.6,1,4,9.0,5.4,57.0
S1897,US,19,31.8,1,5,12.0,9.1,72.0
S1898,US,23,23.4,0,2,1.0,0.6,59.0
S1899,US,22,44.9,1,6,2.0,8.4,86.0
S1900,PL,19,17.4,2,5,18.0,10.2,80.0
S1901,IN,21,16.5,1,5,8.0,15.6,41.0
S1902,AU,15,13.1,2,5,20.0,8.0,109.0
S1903,US,18,20.3,1,5,36.0,6.8,43.0
S1904,PL,19,31.8,2,6,12.0,17.1,55.0
S1905,IN,17,12.7,1,2,10.0,11.8,94.0
S1906,JP,20,17.8,1,8,23.0,0.0,58.0
S1907,IN,16,16.1,4,5,7.0,13.3,75.0
S1908,US,16,20.7,4,10,30.0,9.7,279.0
S1909,IN,16,18.7,3,0,6.0,0.0,77.0
S1910,US,21,15.4,1,4,11.0,7.4,127.0
S1911,BR,18,11.6,1,7,3.0,0.0,61.0
S1912,IN,18,35.5,2,4,2.0,2.5,54.0
S1913,US,21,18.6,1,4,5.0,7.9,136.0
S1914,AU,20,19.3,2,7,4.0,13.8,47.0
S1915,US,15,35.2,4,7,3.0,6.0,73.0
S1916,CA,14,34.0,1,6,3.0,8.6,56.0
S1917,AU,18,17.1,0,2,1.0,15.2,90.0
S1918,PL,20,34.3,1,4,25.0,7.9,57.0
S1919,JP,21,25.4,0,8,26.0,12.4,87.0
S1920,PL,25,26.7,1,6,3.0,3.3,66.0
S1921,IN,7,28.9,0,5,8.0,7.8,36.0
S1922,AU,22,12.6,1,10,1.0,6.9,100.0
S1923,IN,16,25.3,1,7,4.0,8.9,112.0
S1924,US,22,22.7,2,1,1.0,5.7,77.0
S1925,BR,21,28.1,2,8,2.0,4.1,81.0
S1926,US,23,18.3,2,4,14.0,13.1,65.0
S1927,BR,17,15.8,2,6,0.0,4.0,68.0
S1928,US,17,16.6,1,2,2.0,2.9,114.0
S1929,JP,15,25.0,1,4,5.0,10.1,43.0
S1930,PL,14,30.1,8,25,48.0,9.9,99.0
S1931,US,19,8.2,2,5,6.0,3.5,74.0
S1932,DE,19,21.7,4,6,5.0,10.3,57.0
S1933,US,10,30.1,1,11,3.0,10.2,96.0
S1934,DE,23,8.6,2,7,1.0,11.6,95.0
S1935,DE,15,24.9,4,11,9.0,11.3,90.0
S1936,US,18,9.5,2,5,2.0,6.5,129.0
S1937,DE,18,11.1,2,4,6.0,2.7,44.0
S1938,IN,22,25.1,1,2,19.0,14.3,49.0
S1939,JP,14,28.7,3,4,4.0,5.1,45.0
S1940,US,21,33.5,1,3,6.0,1.6,13.0
S1941,DE,17,26.2,1,3,2.0,8.6,5.0
